cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
E14_B003071,1,"['431', '774', '785', '800', '879', '723']",1,"['431', '697', '783', '798', '881', '723']"
E14_B003105,1,"['1569', '1676', '2042', '2100', '2100', '2100', '2100', '2160', '1520', '1537', '1660']",1,"['1569', '1676', '2042', '2100', '2100', '2100', '2100', '2160', '1520', '1537', '1660']"
E14_B003112,1,"['33', '116', '116', '5', '5', '5', '5', '79']",1,"['33', '116', '116', '5', '5', '5', '5', '79']"
E14_B003116,1,"['81', '44', '44', '44', '44', '44', '179', '202', '207', '152', '155', '211']",1,"['81', '44', '44', '44', '44', '44', '179', '202', '207', '152', '155', '211']"
E14_B003125,1,42,1,42
E14_B003126,1,101,1,101
E14_B003129,1,"['107', '209']",1,"['107', '209']"
E14_B003527,1,"['1372', '1786', '1786', '2018', '1937', '1880', '1367']",1,"['1372', '1', '1711', '1787', '1935', '1876', '1366']"
E14_B003588,1,"['1288', '1253', '1318', '1306', '1330', '1343', '945', '917']",1,"['1288', '1254', '1319', '1308', '1330', '1341', '918']"
E14_B003771,1,['125'],1,['125']
E14_B003920,1,28,1,28
E14_B003995,1,"['46', '30']",1,"['46', '30']"
E15_1001000339,1,"['124', '97']",1,"['124', '97']"
E15_1001000412,1,"['249', '518', '585', '607', '676', '489', '495', '523', '590', '590', '590', '590', '590', '579', '30']",1,"['448', '1015', '1', '1121', '1214', '1213', '1124', '1124', '1124', '1124', '1295', '963', '972', '902', '902', '902', '902', '902', '885']"
E15_B000422,1,198,1,198
E15_B001007,1,"['7', '15', '15', '14', '2', '2', '9']",1,"['7', '15', '15', '14', '2', '2', '9']"
E15_B001557,1,"['3', '53', '56', '79', '81', '75']",1,"['3', '53', '56', '79', '81', '75']"
E15_B002073,0,0,0,0
E15_B002074,1,['12'],1,['12']
E15_B002097,1,23,1,23
E15_B003067,1,"['1042', '999', '1142', '1335', '1232', '1232', '1228', '934', '984', '925', '60']",1,"['1044', '2', '1000', '1145', '1283', '1180', '1180', '1176', '928', '909', '922', '60']"
E15_B003105,1,"['442', '718', '868', '502']",1,"['442', '718', '868', '502']"
E15_B003120,1,['289'],1,['288']
E15_B003126,1,"['223', '231', '251', '319', '290', '281', '259']",1,"['223', '232', '251', '319', '290', '281', '259']"
E15_B003129,1,"['197', '278', '55', '192', '192', '273', '232', '236']",1,"['197', '278', '55', '192', '192', '273', '232', '236']"
E15_B003518,1,"['505', '638', '563', '487']",1,"['450', '638', '563', '479']"
E15_B003529,1,"['514', '785', '897', '1016', '1016', '995', '995', '995', '995', '995', '995', '993', '993', '993', '993', '993', '993', '780', '677', '831']",1,"['402', '786', '898', '902', '902', '881', '881', '881', '881', '881', '881', '879', '879', '879', '879', '879', '879', '780', '677', '828']"
E16_1001000407,1,"['1147', '1276', '952', '874']",1,"['1620', '1997', '2207', '1672', '1595', '1361']"
E16_1001000412,1,"['156', '285', '246']",1,"['264', '547', '606', '551', '530']"
E16_B000420,1,"['710', '885']",1,"['710', '846']"
E16_B000422,1,259,1,259
E16_B002077,1,"['319', '261']",1,"['319', '261']"
E16_B002078,1,41,1,41
E16_B002079,0,0,0,0
E16_B003103,1,"['1343', '1278', '1782', '2057', '1976', '1567', '1746']",1,"['1343', '1278', '1782', '2057', '1976', '1567', '1746']"
E16_B003105,1,"['225', '329', '208', '353', '249', '359', '447']",1,"['225', '329', '208', '353', '249', '359', '447']"
E16_B003116,1,"['186', '114', '125', '79']",1,"['186', '114', '125', '79']"
E16_B003129,1,"['121', '183', '170', '207', '207', '247', '77', '143']",1,"['120', '183', '170', '207', '207', '246', '77', '143']"
E16_B003527,1,"['2124', '2090', '2304', '2300', '2166', '2222', '1686']",1,"['2128', '2081', '2314', '2169', '2169', '2169', '2169', '2585', '2312', '2166', '2214', '1690']"
E16_B003529,1,2,1,2
E16_B003588,1,['3'],1,['3']
E16_B003894,0,0,0,0
E16_B003930,1,"['40', '72', '57']",1,"['40', '72', '57']"
E17_1001000407,1,"['806', '846', '1002', '837', '807', '783', '715']",1,"['1446', '1598', '1725', '1690', '1360', '1495', '1360', '1204']"
E17_1001000408,1,"['330', '370', '395', '362', '348']",1,"['18', '668', '760', '693', '727', '813', '754', '836', '672', '680']"
E17_1001000412,1,"['111', '204', '216', '209', '182', '231']",1,"['184', '430', '445', '394', '391', '384', '472']"
E17_B001007,1,"['10', '11', '16', '46', '46', '52']",1,"['10', '11', '16', '46', '46', '52']"
E17_B001016,1,"['195', '389', '4', '580', '702', '794', '568', '578', '731']",1,"['195', '389', '4', '580', '702', '794', '568', '578', '731']"
E17_B002077,0,0,0,0
E17_B002078,1,['428'],1,['428']
E17_B003105,1,"['393', '362', '365', '306', '330', '427', '512']",1,"['393', '362', '365', '306', '330', '427', '512']"
E17_B003112,1,['164'],1,['164']
E17_B003116,1,131,1,130
E17_B003120,1,"['41', '44', '253']",1,"['41', '44', '253']"
E17_B003518,1,"['516', '573', '554']",1,"['458', '573', '554']"
E17_B003771,1,['138'],1,['138']
E17_B003776,1,"['1185', '1403', '1632', '1706', '1705', '1709', '1705', '1709', '1526', '1459']",1,"['1178', '1399', '1630', '1599', '1598', '1603', '1598', '1602', '1523', '1456']"
E17_B003894,1,"['206', '329', '524', '475', '562', '572', '410', '502', '398']",1,"['201', '329', '524', '475', '562', '573', '410', '397']"
E17_B003995,1,"['9', '9', '9', '82', '82', '98', '76']",1,"['9', '9', '9', '82', '82', '98', '76']"
E18_1001000412,1,"['114', '255', '253', '206']",1,"['4', '1', '491', '490', '521', '546', '476']"
E18_B000422,1,['56'],1,['56']
E18_B002074,1,"['7', '111', '25']",1,"['7', '111', '25']"
E18_B002077,1,"['2', '2', '347', '328', '361']",1,"['2', '2', '347', '328', '361']"
E18_B003067,1,"['51', '55', '104', '67', '87', '63']",1,"['51', '55', '104', '67', '87', '63']"
E18_B003120,1,['8'],1,['8']
E18_B003125,1,219,1,212
E18_B003518,1,"['661', '664', '786', '883', '883', '883', '617', '733', '730', '44']",1,"['625', '664', '786', '876', '876', '876', '617', '733', '731', '44']"
E18_B003527,1,"['1771', '1969', '2159', '2071', '1949', '1856']",1,"['1715', '1918', '2141', '1947', '1945', '1850']"
E18_B003776,1,"['14', '1615', '1841', '1827', '1701', '1701', '1701', '1702', '1702', '1950', '1863', '1319']",1,"['14', '1222', '1222', '1223', '1223', '1623', '1850', '1723', '1722', '1723', '1722', '1722', '1722', '1723', '1943', '1860', '1316']"
E18_B003894,1,162,1,162
E19_1001000407,1,"['781', '2', '903', '993', '1040', '750', '722']",1,"['1387', '1740', '1832', '1680', '1535', '1647', '1414', '1326', '1086']"
E19_1001000408,1,"['120', '227', '221', '271', '21']",1,"['349', '432', '464', '385', '471', '514', '44']"
E19_B000420,1,"['1546', '1688', '1740', '1922', '2471']",1,"['1540', '1690', '4', '1738', '1920', '2472']"
E19_B000422,1,"['266', '274', '310', '273', '273', '273', '273', '285', '273', '273', '273']",1,"['266', '274', '310', '273', '273', '273', '273', '285', '273', '273', '273']"
E19_B001016,1,"['362', '429', '370']",1,"['362', '429', '370']"
E19_B002073,1,"['127', '218']",1,"['126', '218']"
E19_B002074,1,"['436', '345', '461', '634']",1,"['436', '345', '436', '634']"
E19_B002078,1,['25'],1,['25']
E19_B002079,1,['178'],1,['178']
E19_B003067,1,['5'],1,20
E19_B003080,1,"['2274', '2', '2537', '2594', '2431', '2431', '2431', '2435']",1,"['2279', '1', '2544', '2458', '2297', '2297', '2471']"
E19_B003112,1,['152'],1,['152']
E19_B003125,0,0,0,0
E19_B003518,1,"['640', '708', '923', '894', '740', '55']",1,"['594', '641', '923', '894', '742', '55']"
E19_B003527,1,"['918', '996', '1038', '1196', '899', '762']",1,"['915', '997', '1038', '1133', '898', '737']"
E19_B003646,0,0,0,0
E19_B003776,1,"['936', '1263', '1321', '1270', '1389', '1270', '1270', '1389', '1270', '1270', '1270', '1321', '1133', '1167', '877', '48']",1,"['853', '1263', '1320', '1185', '1304', '1185', '1185', '1304', '1185', '1185', '1185', '1236', '1131', '1167', '879', '48']"
E1_1001000408,1,"['185', '332', '332', '332', '381', '437', '6', '348', '412', '315']",1,"['690', '6', '747', '834', '689', '658', '658', '658', '659', '659']"
E1_B001007,1,10,1,10
E1_B001470,1,"['486', '535', '917', '917', '854']",1,"['458', '521', '917', '916', '853']"
E1_B001558,0,0,0,0
E1_B003115,1,"['96', '96', '96', '101', '148']",1,"['95', '95', '95', '100', '148']"
E1_B003129,1,"['238', '679']",1,"['240', '686']"
E1_B003659,1,['161'],1,['161']
E1_B003995,1,31,1,31
E20_1001000407,1,"['1327', '1501', '1644', '1311', '1371', '1311', '1118']",1,"['2009', '2401', '2561', '2279', '2279', '2279', '1910', '2427', '2314', '1688']"
E20_1001000408,1,"['177', '389', '330', '343']",1,"['583', '808', '712', '680', '619', '50']"
E20_1001000412,1,"['196', '470', '458', '350']",1,"['770', '930', '961', '1035', '961', '797', '718']"
E20_B000420,1,"['68', '31']",1,"['68', '31']"
E20_B000422,0,0,0,0
E20_B000860,1,"['7', '16']",1,"['7', '16']"
E20_B001016,1,"['241', '724', '570']",1,"['241', '724', '570']"
E20_B002073,1,"['612', '644', '675']",1,"['622', '654', '677']"
E20_B002074,1,"['354', '326', '135', '41', '41']",1,"['353', '325', '135', '41', '41']"
E20_B002079,1,"['508', '1669', '1669', '1667', '1667', '1667', '1669', '1670', '1672', '1673', '2169', '2611', '2208']",1,"['508', '1669', '1669', '1667', '1667', '1667', '1669', '1670', '1672', '1673', '2169', '2611', '2208']"
E20_B003120,1,"['541', '564', '532']",1,"['532', '565', '532']"
E20_B003125,1,"['31', '29', '36']",1,"['31', '29', '36']"
E20_B003518,1,"['691', '742', '765', '799', '798']",1,"['691', '701', '765', '799', '798']"
E20_B003527,1,"['598', '598', '739', '718', '525']",1,"['598', '598', '739', '718', '525']"
E20_B003588,1,"['2', '32', '66', '84']",1,"['2', '32', '66', '84']"
E20_B003771,0,0,0,0
E20_B003776,1,"['14', '84', '8', '109', '110', '158', '226']",1,"['14', '84', '8', '109', '110', '160', '226']"
E20_B003930,1,"['1299', '3', '1940', '2145', '2187', '1802', '1751', '1703', '553', '315', '204']",1,"['1299', '3', '1940', '2145', '2187', '1802', '1751', '1703', '553', '315', '204']"
E20_B003995,1,"['92', '91', '91', '91', '91', '91', '91', '91', '91']",1,"['92', '91', '91', '91', '91', '91', '91', '91', '91']"
E21_1001000408,1,"['580', '687', '642', '689', '736', '736', '736', '736', '736', '736', '736', '736', '736', '736', '826', '737', '736', '615', '577', '641']",1,"['958', '1337', '1277', '1297', '1173', '1128', '1052', '66']"
E21_1001000412,1,"['1182', '5', '1367', '1466', '1482', '1337', '1186', '1182']",1,"['17', '1937', '11', '2207', '2305', '2321', '1980', '2057', '1947']"
E21_B002074,0,0,0,0
E21_B002078,1,['642'],1,['601']
E21_B002079,0,0,0,0
E21_B003067,1,"['239', '189', '189', '184', '253', '298']",1,"['239', '179', '179', '174', '243', '298']"
E21_B003105,1,"['407', '747', '877', '581']",1,"['407', '747', '877', '581']"
E21_B003112,1,"['130', '127']",1,"['130', '127']"
E21_B003116,1,['137'],1,['137']
E21_B003120,1,"['139', '182']",1,"['139', '182']"
E21_B003125,1,13,1,13
E21_B003654,1,['1292'],1,['1281']
E22_1001000407,1,"['10', '337', '921', '1084', '1071', '808', '832']",1,"['1435', '1707', '1883', '1691', '1379', '1566', '1490']"
E22_1001000412,1,"['434', '491', '532', '446', '436', '422']",1,"['784', '984', '1053', '876', '857', '824', '909', '853']"
E22_B001008,1,"['718', '851', '1172', '1172', '1172', '1172', '1172', '1172', '1224', '972', '39']",1,"['718', '851', '1172', '1172', '1172', '1172', '1172', '1172', '1224', '972', '39']"
E22_B002074,1,"['425', '526', '526', '526', '610', '523', '523', '437']",1,"['425', '503', '503', '503', '587', '500', '500', '416']"
E22_B003103,1,"['432', '1096', '1127', '1152', '1056', '1079', '1015', '903', '165', '106', '69']",1,"['432', '1096', '1127', '1152', '1056', '1079', '1015', '903', '165', '106', '69']"
E22_B003105,1,"['485', '626', '719', '522', '407', '515']",1,"['485', '626', '719', '522', '407', '515']"
E22_B003116,1,"['465', '351', '322', '351', '310', '310', '311', '338', '338', '335', '261', '229']",1,"['456', '351', '322', '351', '310', '310', '310', '338', '338', '335', '261', '229']"
E22_B003187,1,34,1,34
E22_B003527,1,"['706', '780', '1010', '738', '659', '76']",1,"['1', '643', '780', '1010', '738', '662', '76']"
E22_B003775,1,"['739', '874', '606', '586', '734', '756', '763', '829']",1,"['739', '874', '606', '586', '707', '729', '765', '830']"
E22_B003894,1,"['1204', '1636', '1720', '1721', '1723', '1721', '1721']",1,"['1204', '1640', '1618', '1618', '1620', '1618', '1618', '1043']"
E22_B003995,1,"['220', '258']",1,"['220', '258']"
E23_B003125,1,"['32', '61']",1,"['32', '61']"
E2_1001000301,1,"['215', '364', '529', '491', '133', '196', '425', '389', '382']",1,"['214', '364', '501', '490', '133', '196', '425', '359', '352']"
E2_1001000317,1,['251'],1,['239']
E2_B000579,1,"['37', '203', '1771', '1820', '2201', '2076', '1785', '1785', '1846', '1583']",1,"['37', '203', '1771', '1820', '2201', '2076', '1785', '1785', '1846', '1583']"
E2_B000862,1,"['949', '1132', '1200', '1277', '1479', '1112']",1,"['938', '1132', '1200', '1152', '1477', '1116']"
E2_B000863,1,"['34', '378']",1,"['34', '295']"
E2_B001557,1,"['98', '112', '94', '203']",1,"['98', '112', '94', '203']"
E2_B003126,1,"['12', '234', '400', '530', '632']",1,"['12', '234', '369', '530', '632']"
E2_B003132,1,"['44', '24', '135', '168', '59', '127', '127']",1,"['44', '24', '135', '168', '59', '127', '127']"
E2_B003191,0,0,0,0
E2_B003643,1,"['1637', '1570', '1530', '1530', '1530']",1,"['1635', '1512', '1428', '1428', '1428', '1462']"
E2_B003648,1,"['1866', '2232', '2498', '2498', '2498', '2498', '2499', '2498', '2499']",1,"['1862', '2150', '2576', '2385', '2385', '2385', '2385', '2385']"
E2_B003995,0,0,0,0
E3_1001000302,1,"['38', '112', '137', '103']",1,"['38', '112', '137', '103']"
E3_1001000362,1,"['466', '1497', '1497', '1498', '1584', '1531']",1,"['637', '1879', '2139', '2074']"
E3_1001000407,1,"['1133', '1161', '1353', '1309', '1309', '1310', '1309', '1309', '1309', '1311', '1111', '1047', '1065', '913']",1,"['365', '1795', '1', '1860', '2132', '2045', '1920', '1920', '1920', '1921', '1920', '1920', '1920', '1922', '1631', '1882', '1719', '1395']"
E3_B000862,1,"['2147', '16', '11', '8', '2560', '2928', '2169']",1,"['2143', '2560', '2795', '2578', '2578', '2578', '2163']"
E3_B000863,1,"['1518', '1360', '1929', '1410', '66']",1,"['1520', '1359', '1834', '1327', '66']"
E3_B001007,1,"['3', '2']",1,"['3', '2']"
E3_B001543,1,"['19', '13', '26', '25', '25']",1,"['19', '13', '26', '25', '25']"
E3_B002573,1,"['308', '279', '287', '270', '434']",1,"['286', '267', '287', '270', '434']"
E3_B003067,1,"['36', '25', '26']",1,"['36', '25', '26']"
E3_B003129,0,0,0,0
E3_B003132,1,"['18', '69', '77', '23']",1,"['18', '69', '77', '23']"
E3_B003648,1,"['195', '106']",1,"['195', '106']"
E4_1001000408,1,"['190', '375', '405', '305']",1,"['324', '744', '819', '599']"
E4_B001558,1,"['295', '744', '891', '975', '1117', '711']",1,"['292', '723', '891', '975', '1117', '711']"
E4_B002572,1,"['89', '118', '131', '147', '169']",1,"['83', '118', '108', '131', '147', '169']"
E4_B003132,1,"['146', '252', '523', '655', '697', '497', '563', '523', '540']",1,"['145', '254', '523', '655', '697', '497', '563', '523', '514']"
E4_B003187,1,"['307', '215', '265', '423', '244', '181', '186', '202', '183', '183', '205', '292', '292', '298', '298', '415', '365', '35', '7', '7']",1,"['307', '215', '266', '423', '244', '181', '186', '202', '183', '183', '207', '35', '7', '7']"
E5_1001000302,1,"['36', '68', '76', '99', '89']",1,"['36', '68', '76', '99', '89', '64']"
E5_1001000408,1,"['151', '362', '393', '336', '329', '308']",1,"['593', '663', '778', '642', '613']"
E5_1001000412,1,"['212', '468', '402', '499', '534', '445', '434']",1,"['788', '2', '817', '971', '1040', '868', '822']"
E5_B001007,0,0,0,0
E5_B001464,1,"['1192', '1029', '1030', '1035', '1244', '1396', '991', '1108']",1,"['1099', '1187', '1399', '992', '1110']"
E5_B001470,1,"['33', '21', '14']",1,"['33', '21', '14']"
E5_B002572,1,"['64', '275', '270']",1,"['64', '275', '270']"
E5_B003113,0,0,0,0
E5_B003129,1,"['314', '734', '734', '734', '488']",1,"['314', '691', '691', '691', '518']"
E5_B003659,1,"['1111', '1129', '1294', '1294', '1294', '1294', '1364', '1294', '1294', '1294', '1294', '2005']",1,"['1060', '1024', '1245', '1245', '1245', '1245', '1316', '1245', '1245', '1245', '1245', '1861']"
E6_1001000407,1,"['292', '656', '664', '784', '643', '665', '659']",1,"['1181', '1156', '1274', '1468', '1432', '1073', '1248', '1173', '940', '73']"
E6_1001000408,1,"['548', '621', '539']",1,"['859', '1067', '1221', '1012', '955', '868']"
E6_B000863,0,0,0,0
E6_B001007,1,"['12', '3']",1,"['12', '3']"
E6_B001464,1,"['71', '177', '223', '204', '218', '156']",1,"['71', '169', '223', '204', '218', '156']"
E6_B001474,1,"['170', '200', '197', '197', '193', '196', '218', '343', '374', '350']",1,"['170', '200', '197', '197', '193', '196', '218', '343', '374', '350']"
E6_B001543,0,0,0,0
E6_B001548,1,"['199', '505', '1105', '1453', '1457', '1790']",1,"['199', '505', '1105', '1453', '1457', '1790']"
E6_B001554,1,"['52', '95', '128', '126', '248', '274', '299']",1,"['52', '95', '128', '126', '248', '274', '299']"
E6_B001558,1,"['66', '141', '151', '370', '446']",1,"['66', '141', '151', '367', '446']"
E6_B002572,1,"['97', '300', '321', '337', '347']",1,"['97', '300', '321', '337', '347']"
E6_B002573,1,"['146', '161', '154', '172', '157']",1,"['146', '161', '154', '161', '157']"
E6_B003125,1,"['16', '78', '46']",1,"['16', '78', '46']"
E6_B003126,1,"['425', '331', '351']",1,"['425', '331', '351']"
E6_B003129,1,"['36', '33', '33', '23']",1,"['36', '33', '33', '23']"
E6_B003187,0,0,0,0
E6_B003191,1,"['165', '303', '410', '410', '410', '410', '331', '272', '325', '472', '472', '38', '38', '215', '216', '285']",1,"['165', '303', '305', '305', '305', '305', '331', '254', '325', '471', '471', '38', '38', '214', '216', '282']"
E6_B003527,1,"['469', '448', '448', '353']",1,"['469', '442', '442', '353']"
E7_10001000325,1,"['744', '907']",1,"['744', '858']"
E7_1001000302,1,"['63', '120', '100', '39', '108', '85']",1,"['63', '120', '100', '39', '108', '85']"
E7_1001000408,1,"['534', '621', '711', '482']",1,"['942', '3', '1105', '1238', '1195', '950', '939']"
E7_B001007,1,['4'],1,['4']
E7_B001557,1,"['110', '149', '121']",1,"['110', '149', '121']"
E7_B002571,1,"['446', '490', '588', '297']",1,"['404', '490', '588', '297']"
E7_B002572,1,"['56', '253', '322', '483']",1,"['56', '241', '322', '483']"
E7_B003071,1,"['247', '461', '523', '494', '479']",1,"['247', '417', '523', '493', '479']"
E7_B003126,1,"['814', '906', '877', '940', '975', '908', '785', '794', '750', '670']",1,"['814', '906', '877', '940', '975', '908', '786', '787', '753', '673']"
E7_B003132,1,"['294', '382', '195', '409']",1,"['294', '382', '195', '409']"
E7_B003191,1,"['156', '417', '178', '393', '403']",1,"['320', '156', '418', '178', '394', '404']"
E7_B003518,1,"['321', '375', '426', '356', '2', '2', '387']",1,"['42', '321', '375', '426', '356', '2', '2', '386']"
E7_B003523,1,"['194', '365', '261', '383', '360', '421']",1,"['194', '365', '261', '383', '360', '421']"
